query,user,date,content,replies,retweets,likes
Hindutva danger,/AdiSpeaX,2025-05-11T03:37:53.000Z,Adi | @AdiSpeaX · May 11 Replying to @jason_thet_17 Hindutva is not even a 0.01% danger compared to islamofascism and jihad. Where is the comparison? @hassaninexile In fact hindutva is a direct response to advancing islamic soft and hard terror that has crept into our society due to the likes of you sending it from that side Show more 92,92,92,92
Hindutva danger,/babarbashir,2025-05-10T16:45:57.000Z,"Babar Bashir بابر بشير बाबर बशीर @babarbashir · May 10 This is thr very time to criticize this bloody butcher of Gujarat who nearly put lives of 2 billion human beings in danger just because of his hindutva superiority wishlists. Pls Indians, take your country away from this lunatic and narcissistic dictator as soon as possible. Quote The Jaipur Dialogues @JaipurDialogues · May 10 This is not the time to Target or Criticise PM Narendra Modi

Be Proud of your Leader of what he has done

No one had the Balls to avenge Pahalgam in this Manner

Proud of PM Modi 1 102",1,1,1
Hindutva danger,/GhaziSaleem3,2025-05-10T15:49:31.000Z,Gazi Saleem @GhaziSaleem3 · May 10 Replying to @PravinSawhney Modi and this hindutva ideology is danger to the whole sub continent. 10,10,10,10
Hindutva danger,/MIdreesMohmand,2025-05-10T13:24:55.000Z,"M.Idrees @MIdreesMohmand · May 10 Hindutva extremism and terrorism are imminent danger the South Asian region is constantly facing. Unless #Modi is removed, some 2 billion people would be on the prepice of death and destruction. #ceasefire #Hindutva #PakistanZindabad #PakistanArmy #ModiGoneMad 296",296,296,296
Hindutva danger,/gauravampire221,2025-05-10T06:46:10.000Z,"Gaurav Goyal @gauravampire221 · May 10 Replying to @bhindiigoshtt In days to come, a massive massive campaign will be unleashed to discredit India and make Pakistan look like the victim. Celebrities, politicians, porn stars will try to convince you that RSS and Modi and Hindutva is danger to the world. 44",44,44,44
Hindutva danger,/gauravampire221,2025-05-10T06:37:18.000Z,"Gaurav Goyal @gauravampire221 · May 10 Replying to @NiohBerg In days to come, a massive massive campaign will be unleashed to discredit India and make Pakistan look like the victim. Celebrities, politicians, porn stars will try to convince you that RSS and Modi and Hindutva is danger to the world. 45",45,45,45
Hindutva danger,/wazimpakoz,2025-05-10T06:14:49.000Z,"Wazim @wazimpakoz · May 10 Replying to @MrSinha_ and @narendramodi This one tweet defines mentality of entire nation, not saying they are all like that and many Indians stood up against Israeli genocide in Gaza but this mentality of mass murdering entire nation is exactly the Zionist/ Hindutva mentality that poses biggest danger to modern world 2 46",2,2,2
Hindutva danger,/Kju93u4A,2025-05-10T05:55:52.000Z,"𝓐𝓭𝓫𝓱𝓾𝓽 𝓖𝓲𝓻𝓵 @Kju93u4A · May 10 Replying to @BefittingFacts Yes, so what is the problem in this? The Hindutva population, Hindu and RSS like thinking BJP party has spread so much fake propaganda and hatred against Pakistan. They force us to believe that Pakistni Hindus are in danger but it is totally opposite. 

I've problem with terrrism 1 1 44",1,1,1
Hindutva danger,/danger_dino2,2025-05-10T05:15:56.000Z,Danger Dinosaur @danger_dino2 · May 10 Replying to @GuptaPragnya First they did was blamed RSS and linked it to Hindutva terror. 4,4,4,4
Hindutva danger,/wokeflix_,2025-05-10T04:51:57.000Z,"Wokeflix @wokeflix_ · May 10 In days to come, a massive massive campaign will be unleashed to discredit India and make Pakistan look like the victim. Celebrities, politicians, porn stars will try to convince you that RSS and Modi and Hindutva is danger to the world. 

All social media warriors this is where Show more 5 126 364 10K",5,5,5
Hindutva danger,/Arjun__Kohli,2025-05-10T03:30:09.000Z,"Arjun Kohli ارجن @Arjun__Kohli · May 10 Replying to @Arjun__Kohli Where the government is heading, driven by emotional rhetoric, is not the ""swarg"" (heaven) some imagine. Hindutva has a history of inciting violence, and while many of us write and record it quietly, the danger grows louder. 1 8",1,1,1
Hindutva danger,/YoussefDir66365,2025-05-10T00:59:00.000Z,"Yusef Dirani @YoussefDir66365 · May 10 Replying to @AskPerplexity @4zharabdullah and @Adarsh0_9 Those expansionists are a great danger to humanity. They are a natural call for war. Do you agree ?
Does Hindutva consider all Pakistan as their own ?
Is there a similar expansionist ideology in Pakistan ? 1 66",1,1,1
Hindutva danger,/AdvocateAura,2025-05-10T00:48:01.000Z,"Advocatus @AdvocateAura · May 10 Replying to @HSajwanization Hindutva mindset is a danger to the world peace. 
All Indian and Israeli war criminals must be brought to justice and punished accordingly. 6 1 149",6,6,6
Hindutva danger,/sagorika_s,2025-05-09T23:06:32.000Z,"Sagorika @sagorika_s · May 10 Replying to @kabadi_wala_ I’ve been writing on him since then. I’m not sure where you saw the balance. If someone claims “ Hindutva nationalism” is a danger , they are not balanced. At best, they are playing to a gallery. At worst, just jihadi. 3 4 24 516",3,3,3
Hindutva danger,/YasinTheDream,2025-05-09T21:43:32.000Z,"Yasin Syed @YasinTheDream · May 10 I’m realizing he may have asked for a full name in order to dox the kid…

This kid may be in danger for speaking the truth.

May people and God protect him properly.

Fuck that interviewer for trying to divide people. Biased ass, Hindutva mf Quote ilmfeed @IlmFeed · May 8 Muslim Indian Boy Shuts Down Reporter. 145",145,145,145
Hindutva danger,/sumant1970,2025-05-09T20:02:05.000Z,"Sumant Thakur @sumant1970 · May 10 Replying to @Jehad_Zafar and @MarioNawfal I think 90% pakistani stuck in loop of bjp , hindutva . That the danger indian govt facing with  your agenda and objectives revolving same point regardless of any point and issue which is  communal . That why govt you . 7",7,7,7
Hindutva danger,/liberalsnowz,2025-05-09T18:17:24.000Z,liberalsnow @liberalsnowz · May 9 The most hollow & dangerous are not our enemies but the hollow non existent & superficial analysis of RW RSS hindutva intellectuals & their even worse warmongering arms the most danger to india is their incompetence & propagandas & their war as serviceable to win elections 1 37,1,1,1
Hindutva danger,/TARIQBUTT09,2025-05-09T08:22:26.000Z,TARIQ BUTT @TARIQBUTT09 · May 9 Replying to @Sheikhalfaris This is unfortunate that both MBA & MBS side with the 2 of the worst enemies of Islam & Muslims. Hindutva & Zionists r 2 of the most evil cults of modern era & like Nazis in past pos danger to the civilized World. 40,40,40,40
Hindutva danger,/ZaeemAl99402138,2025-05-09T06:56:45.000Z,"Agent Brownie @ZaeemAl99402138 · May 9 Replying to @Sadat0220 and @paykhar Stop looking at yourself as Afghans and having that tribal herd mentality...Pakistanis are not dumb enough to forgive the army for its attacks on our OWN civillians, but Hindutva needs to be dealt with by all Muslims first, its not ONLY the army which is in danger rn 1 39",1,1,1
Hindutva danger,/ZaeemAl99402138,2025-05-09T05:38:45.000Z,"Agent Brownie @ZaeemAl99402138 · May 9 Replying to @ArmaniiMR7 Thats false, there is ALWAYS a lesser evil... Hindutva and the Pakistani deep state are both big problems in the region, we as Muslims need to unite to face against both...but Hindutva needs to be dealt with first...otherwise, Pakistan is not the only cou try in danger here 2 41",2,2,2
Hindutva danger,/IshayuJ93096,2025-05-08T20:03:49.000Z,joshila @IshayuJ93096 · May 9 Replying to @Vipul_Espeaks I was literally having an argument with a girl. She posted a story of zionsim and hindutva and its danger . Fir bolti I care about human rights on both sides. Blocked and report kar dia uss account ko 2 9,2,2,2
Hindutva danger,/ImtiazMasab,2025-05-08T18:38:03.000Z,"Masab Bin Imtiaz @ImtiazMasab · May 9 Replying to @zhao_dashuai Hindutva and zionism have nothing different 
Both are danger for world 1 1 80",1,1,1
Hindutva danger,/sayyidgelani,2025-05-08T16:42:22.000Z,"سيد يزدان حيدر الجيلاني @sayyidgelani · May 8 Pakistan and India were never one country; that land was ruled by various empires. The theory that Pakistan and India were once the same country is stupid — it never was, and it never will be. We drew borders because Muslims were in danger due to the Hindutva ideology. Quote Markandey Katju @mkatju · May 8 Some people say I should support India in this conflict against Pakistan. 
But I regard India and Pakistan as one country, only temporarily and artificially separated in 1947 by a British swindle on the basis of the bogus two nation theory, but which are bound to reunite one day. Show more 164",164,164,164
Hindutva danger,/Inayat01,2025-05-08T16:23:48.000Z,"Inayatullah Khan @Inayat01 · May 8 The Hindutva -Zionist nexus threatens regional peace. Pakistan must bolster defenses, upgrade intelligence, & forge strategic partnerships to counter this danger . #IndiaPakistanWar #pakistanzindabaad #PakistanArmyZindabad 7 11 519",7,7,7
Hindutva danger,/Hassanudin63000,2025-05-08T10:42:50.000Z,Hassan_Udin @Hassanudin63000 · May 8 Replying to @GraduatedBen Hindutva ideology is a danger to world peace. 9,9,9,9
Hindutva danger,/elraton_2,2025-05-08T07:27:44.000Z,"@elraton_2 · May 8 Replying to @SkyNews @JaiveerShergill and @SkyYaldaHakim India is the face of Hindutva teπποπism. India is hurtling towards a Muslim geηode. Minorities in India face a grave danger from their own government, which has been sponsoring Hindu extπemism for a long time now, and the world must not overlook it 2 51",2,2,2
Hindutva danger,/mariaahmad301,2025-05-08T07:08:51.000Z,"جی بہن جی @mariaahmad301 · May 8 Replying to @Fareena31 and @GlobeEyeNews From day one, their reckless behavior has pushed for war, ignoring civilian lives and property. Hindutva is a danger to humanity; thankfully, it's contained to one country. 1 1 41",1,1,1
Hindutva danger,/What_HiraSays,2025-05-08T03:21:18.000Z,Hira @What_HiraSays · May 8 Replying to @abhishek_fires and @major_pawan Zio 2.0 who thinks only he is the saint even after killing many civilians including kids. Hindutva terrorism is the main danger for this region 1,1,1,1
Hindutva danger,/anand_extremist,2025-05-08T01:49:55.000Z,"Anand @anand_extremist · May 8 Replying to @KrishnaRTFAN Villu pedda danger gallu anti hindutva posts lu untayi , ghani better inka okka roju veyaledu inka positive ga vesadu ram mandir appudu sanathana dharmam ani , andhariki telsu vaadiki Chaduvu radhu ani telika type chesa ani kuda oppukunnadu ninna ayina show chestunaru pacha hamas 1 1 26",1,1,1
Hindutva danger,/Amirlounge,2025-05-07T23:24:41.000Z,"Amir Khan @Amirlounge · May 8 Replying to @SkyNews @JaiveerShergill and @SkyYaldaHakim Hindutva is not just an internal threat to India—it’s a rising global danger . Extremists like Modi, Yogi & Amit Shah, unfit for any rational forum, now control 1.4B people. Their war-mongering endangers millions & risks triggering global chaos. The world can’t stay 2 490",2,2,2
Hindutva danger,/KaleemA70780403,2025-05-07T13:19:23.000Z,Kaleem Ahmed @KaleemA70780403 · May 7 Replying to @AmanWadud Brother you can't satisfy Hindutva Ideology... Our Forefathers had really realize the danger long ago. 4,4,4,4
Hindutva danger,/RmSalih,2025-05-07T09:25:30.000Z,"Roshan M Salih @RmSalih · May 7 So sad to see a minority of vocal Muslims supporting the mushrikeen, Muslim-hating, Hindutva leadership of India.

I can understand Indian Muslims staying quiet over this issue because of the danger to their lives, but to loudly defend the actions of Modi is reprehensible and Show more 136 182 1.1K 52K",136,136,136
Hindutva danger,/waitaminnie,2025-05-07T08:28:44.000Z,"Min @waitaminnie · May 7 Replying to @mikayeri The terrorists responsible for pehelgam are still at large and loose. What is the government doing about them? Nothing. They are the active danger . 

Moving goalposts around, waving the hindutva flag is their favourite thing. 40",40,40,40
Hindutva danger,/indiankhan321,2025-05-06T19:50:17.000Z,"indian khan @indiankhan321 · May 7 Replying to @MrSinha_ Mock drill is another thali Bajao , Modi won’t do anything but will provide bhakths entrainment of mega events 
More than Pakistan real danger to India are Hindutva terrorist who for sake of power want Indians to fight fellow Indians and remain under their occupation 1 1 309",1,1,1
Hindutva danger,/Suhail2005Syed,2025-05-06T18:14:10.000Z,"Syed Suhail @Suhail2005Syed · May 6 For Centuries all religions lived together

Muslims Ruled 800 years
British Ruled 200 years
Congress Ruled 60 years

All were safe

Since Hindutva Political Party holds power, Hindu became unsafe

President 2 Peon Hindu
Still Hindu is in Danger It's a political propaganda 9",9,9,9
Hindutva danger,/Suhail2005Syed,2025-05-06T18:11:38.000Z,"Syed Suhail @Suhail2005Syed · May 6 Replying to @team_dsh_1 Simply 2 gain TRP people r bluffing like anything

Muslims Ruled 800 years
British Ruled 200 years
Congress Ruled 60 years

All were safe

Since Hindutva Political Party holds power, Hindu became unsafe

President 2 Peon Hindu
Still Hindu is in Danger It's a political propaganda 12",12,12,12
Hindutva danger,/newalkar_uday,2025-05-05T17:02:03.000Z,"Uday Newalkar @newalkar_uday · May 5 Hindu religion is in danger precisely because of bjp, rss and Hindutva followers Quote SirKazam {blu tik} @SirKazamJeevi · May 5 Self proclaimed Hindu warriors are abusing & giving rape threats to a Hindu window of a Hindu Soldier! 

Hindu religion & Nationalism are just facades they use to help their political masters win elections by fueling hate 1 26",1,1,1
Hindutva danger,/Danger__Mani,2025-05-05T16:46:39.000Z,Boss Tanya Ka Bodyguard @Danger__Mani · May 5 Replying to @bvlldhist_alt 1 Hindutva Knight>>>1000 good for nothing IT celiyas 35,35,35,35
Hindutva danger,/skropar,2025-05-05T04:28:16.000Z,"col sk aggarwal @skropar · May 5 Siddharamia, Ministers and others be excommunicated from Hindu Dharm who support Pakistan after genocide of Hindus in Pahalgam and asking for evidence. Such people are bigger danger to Hindutva than Aurangzeb and Jihadis. They are anti national lowering morale of security forces. 9",9,9,9
